stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,trial.stopped,corrAns,tilt,key_resp.corr,stair.response,key_resp.rt,grating.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
86,0.5,2.5,76.76254509999126,,76.74759169999743,76.76254509999126,77.26219529999071,77.26219529999071,77.26219529999071,77.56436439999379,left,-2.5,1,1,0.2851511000044411,77.56259269999282,174634,001,2024-09-11_22h51.24.187,adaptive staircase procedure,2024.1.5,None,2024-09-11 22h51.27.226016 +0530,
87,0.5,2.0,77.57897030000458,,77.56454880000092,77.57897030000458,78.0795611999929,78.0795611999929,78.0795611999929,78.34765490000427,right,2.0,1,1,0.25414530000125524,,174634,001,2024-09-11_22h51.24.187,adaptive staircase procedure,2024.1.5,None,2024-09-11 22h51.27.226016 +0530,
88,0.5,2.0,78.36202069999126,,78.34779639999033,78.36202069999126,78.86237180000171,78.86237180000171,78.86237180000171,79.21449820000271,left,-2.0,1,1,0.3439139999973122,79.16219279999495,174634,001,2024-09-11_22h51.24.187,adaptive staircase procedure,2024.1.5,None,2024-09-11 22h51.27.226016 +0530,
89,0.5,2.0,79.22929000000295,,79.21469439999782,79.22929000000295,79.71237339999061,79.71237339999061,79.72914630000014,79.98204760000226,right,2.0,1,1,0.2657215999934124,,174634,001,2024-09-11_22h51.24.187,adaptive staircase procedure,2024.1.5,None,2024-09-11 22h51.27.226016 +0530,
90,0.5,1.5,79.99601119999716,,79.98224959999789,79.99601119999716,80.49528529999952,80.49528529999952,80.49528529999952,80.83178359999147,right,1.5,0,0,0.3321241999947233,80.7955915999919,174634,001,2024-09-11_22h51.24.187,adaptive staircase procedure,2024.1.5,None,2024-09-11 22h51.27.226016 +0530,
91,0.5,2.0,80.8458810000011,,80.83197359999758,80.8458810000011,81.34538949999842,81.34538949999842,81.34538949999842,81.69746490000398,left,-2.0,1,1,0.34419899999920744,81.64571359999536,174634,001,2024-09-11_22h51.24.187,adaptive staircase procedure,2024.1.5,None,2024-09-11 22h51.27.226016 +0530,
92,0.5,2.0,81.71253960000467,,81.69760440000391,81.71253960000467,82.21274659999472,82.21274659999472,82.21274659999472,82.46463039999071,left,-2.0,0,0,0.24893110000994056,,174634,001,2024-09-11_22h51.24.187,adaptive staircase procedure,2024.1.5,None,2024-09-11 22h51.27.226016 +0530,
93,0.5,2.5,82.47893329999351,,82.4647774999903,82.47893329999351,82.97943469999882,82.97943469999882,82.97943469999882,83.28058559999045,right,2.5,1,1,0.293359799994505,83.27842439999222,174634,001,2024-09-11_22h51.24.187,adaptive staircase procedure,2024.1.5,None,2024-09-11 22h51.27.226016 +0530,
94,0.5,2.5,83.29527410000446,,83.28072949999478,83.29527410000446,83.79587119999633,83.79587119999633,83.79587119999633,84.2973278999998,left,-2.5,1,1,0.49606770000536926,84.09494209999684,174634,001,2024-09-11_22h51.24.187,adaptive staircase procedure,2024.1.5,None,2024-09-11 22h51.27.226016 +0530,
95,0.5,2.5,84.31163419999939,,84.29755970000406,84.31163419999939,84.81265110000095,84.81265110000095,84.81265110000095,85.16365999999107,left,-2.5,1,1,0.339220199995907,85.11240109999198,174634,001,2024-09-11_22h51.24.187,adaptive staircase procedure,2024.1.5,None,2024-09-11 22h51.27.226016 +0530,
96,0.5,2.0,85.17892229999416,,85.16380789999675,85.17892229999416,85.67910569999367,85.67910569999367,85.67910569999367,86.11386070000299,right,2.0,1,1,0.42559590000018943,85.97930300000007,174634,001,2024-09-11_22h51.24.187,adaptive staircase procedure,2024.1.5,None,2024-09-11 22h51.27.226016 +0530,
97,0.5,2.0,86.12909380000201,,86.11405360000208,86.12909380000201,86.6127020999993,86.6127020999993,86.6296999000042,86.96511599999212,left,-2.0,0,0,0.3434352000040235,86.91272569999273,174634,001,2024-09-11_22h51.24.187,adaptive staircase procedure,2024.1.5,None,2024-09-11 22h51.27.226016 +0530,
98,0.5,2.5,86.97895550000248,,86.9652586000011,86.97895550000248,87.4788361999963,87.4788361999963,87.4788361999963,87.83077519999642,left,-2.5,0,0,0.3397779999941122,87.77879319999192,174634,001,2024-09-11_22h51.24.187,adaptive staircase procedure,2024.1.5,None,2024-09-11 22h51.27.226016 +0530,
99,0.5,3.0,87.84593309999036,,87.83092239999678,87.84593309999036,88.3455615999992,88.3455615999992,88.3455615999992,88.78263529999822,left,-3.0,1,1,0.42471770000702236,88.64560000000347,174634,001,2024-09-11_22h51.24.187,adaptive staircase procedure,2024.1.5,None,2024-09-11 22h51.27.226016 +0530,
